EntityID,EntityWeight
44605973000120,0.0
44609883000107,3690.0
44622003000132,684.0
44624108000120,20800.0
44632084000151,10060.9
44638553000140,550.0
44650853000144,200162.9
44651148000161,39769.3
44670466000170,4500.0
44672584000117,4302.4
44681556000166,0.0
44699903000188,11393.2
44700689000132,0.0
44702299000100,192159.3
44703349000165,249723.2
44725930000188,39730.2
44734412000120,53160.0
44739200000136,1500.0
44746467000150,101616.1
44772937000150,815292.6
44781774000172,128833.7
44783112000131,5000.0
44791976000103,35927.2
44801498000167,25698.3
44801853000106,16959.9
44812602000119,255193.1
44818547000174,1560421.3
44845034000152,29859.9
44872017000104,2656.0
44880345000152,14900.0
44916535000182,8500.0
44920089000180,23844.0
44932140000254,0.0
44954785000107,14629.8
44965792000104,426387.6
44993260000180,943896.4
44996645000100,0.0
44999426000176,0.0
45002595000152,522134.0
45032790000125,2766.4
45069283000166,12500.0
45077164000155,2505.0
45116602000147,124449.9
45118371000100,86169.2
45127054000150,22165.0
45127148000120,205068.3
45128112000160,25777.7
45162420000102,80140.0
45178765000154,1315.8
45178767000143,10800.0
45179191000139,53193.8
45186692000142,100000.0
45195667000125,36687.9
45197809000193,13160.0
45218730000100,3120.0
45249840000120,181659.2
45254130000199,700.0
45276143000169,222524.1
45286027000120,12706.0
45288882000170,0.0
45289329000152,70527.2
45291154000118,855519.0
45298461000120,23400.0
45300289000100,1200.0
45306466000158,8685.0
45325120000105,5388.6
45329253000141,1950.0
45336448000119,126629.9
45347126000175,27404.6
45352595000182,57987.7
45359973000150,3525658.0
45373478000103,44139.4
45377791000101,508.7
45382398000106,4963.7
45394658000163,630.0
45403906000195,5984.0
45427500000142,16390.5
45443705000111,0.0
45454598000127,519.8
45461989000179,62284.0
45482206000133,11089.3
45495897000100,1803.0
45498572000180,229413.6
45501724000157,28272.0
45517512000168,0.0
45520466000156,159187.2
45530189000162,163388.1
45551232000176,523012.5
45557614000107,282735.4
45559142000121,5599.8
45559436000153,98.0
45576625000134,5569.0
45584277000147,19863.5
45595483000152,0.0
45606844000119,9384.1
45659512000100,0.0
45678625000145,3081.6
45693171000181,387351.3
45699339000166,59307.1
45705767000154,3909852.2
45706688000168,2600.0
45736969000163,1369.6
45742260000170,26484.5
45745311000118,1100.0
45767600000118,31831.0
45776654000140,0.0
45781756000153,17486.0
45799279000153,0.0
45801911000156,4708.0
45807367000150,0.0
45809582000190,142300.0
45819426000100,6834.0
45822564000148,220.0
45839264000171,84808.2
45850775000194,2447.2
45851232000191,67287.5
45857206000170,5950.0
45860308000145,0.0
45868298000194,162580.6
45884737000152,5000.0
45890291000179,146917.7
45891131000144,1237.5
45893507000150,942.8
45897289000121,8776.4
45903015000106,4931.3
45915893000133,101081.5
45924267000103,2906427.4
45928197000161,0.0
45942963000142,4000.0
45950836000195,21370.0
45961500000128,14000.0
45962999000198,480.0
45963125000155,0.0
45972055000100,15006.7
45978529000112,680.0
45988351000190,26142.8
45989346000100,0.0
46004745000120,0.0
46024434000122,19666.0
46031470000113,35899.9
46062761000179,48549.9
46071589000110,95337.9
46074722000191,214.6
46083361000140,9837.0
46083378000105,5468.5
48752399000193,0.0
48753674000193,66389.6
48767050000125,20800.0
48771616000192,1589.0
48807054000190,6736.8
48820309000154,15957.0
48822668000140,957.6
48836857000172,150011.4
48840168000131,3350.9
48866009000106,68976.4
48874034000131,800.0
48874126000111,11638.0
48876837000125,280257.0
48885261000162,46595.3
48890348000128,5600.0
48890434000130,25000.0
48896288000150,66100.0
48917237000168,9433.8
48936631000143,0.0
48939276000166,2683659.9
48939384000139,80416.8
48941653000100,179260.0
48960841000177,136470.2
48961979000190,2393.5
48965143000164,1695201.6
48965582000177,12700.0
48982818000183,1470.0
48991292000106,33347.7
48997764000120,6759.1
49004184000157,3460.0
49010527000196,31184.9
49017735000117,116242.2
49022505000146,0.0
49045321000100,9748.6
49074021000140,5296.2
49082323000160,0.0
49117878000109,39086.0
49123472000120,140862.6
49127372000172,5835.8
49152210000194,82.8
49170016000131,3685.1
49174963000109,46797.3
49180909000168,13908.0
49185368000160,0.0
49189373000141,14655.2
49195453000100,45225.0
49199439000184,0.0
49202909000111,14000.0
49214595000177,0.0
49216985000186,190262.3
49228695000152,1020.0
49229382000119,30315.0
49233193000110,581306.8
49236764000170,43007.6
49244153000173,11199.4
49250709000134,24849.0
49274116000108,8922.0
49280184000180,24572.1
49283778000144,0.0
49293597000107,11907.0
49324226000137,0.0
49327938000100,1875300.8
49334751000133,13412.7
49344105000157,5125.0
49390622000162,63876.4
49393141000100,340.0
49395243000165,500.0
49410412000199,3000.0
49420536000155,8530.0
49432723000159,743.8
49438769000185,0.0
49447339000120,4154.9
49470635000141,36107.0
49482469000101,20933.0
49485802000128,4354.0
49486451000170,2827.0
49492517000134,0.0
49496344000122,310.8
49508314000199,7200.0
49509137000165,510.0
49532945000143,11226.0
49534062000172,33390.0
49540789000162,3250.0
49550435000107,339514.2
49553414000137,50760.0
49593846000171,64720.0
49594090000185,0.0
49601107000184,2208228.9
49607222000166,2100.0
49607336000106,16936872.8
49608132000190,6247.0
49614139000114,134211.8
49630716000161,57650.0
49640463000107,8190.0
49649839000144,98084.9
49649855000137,0.0
49650414000155,0.0
49652515000165,105879.2
49654751000110,5200.0
49659888000168,720.0
49680436000168,2770.0
49680843000175,3200.0
49696692000143,80502.9
49698723000103,49829.8
49706281000191,7500.0
49709902000190,0.0
49713511000140,3510.0
49723498000100,345964.0
49731388000190,2120.0
49732175000182,0.0
49746958000115,0.0
49755681000197,23441.3
49759289000116,44341.1
49776067000101,22499.7
49791747000102,2497.5
49800715000118,1500.0
49819384000168,363531.5
49853959000169,8272.9
49860534000187,0.0
49865777000108,0.0
49876138000148,21994.5
49901742000187,5850.0
49935300000151,13960.0
49949246000101,904310.6
49966604000186,2500.0
49977561000134,0.0
49997888000178,333922.7
49999157000161,0.0
50002519000187,1200.0
50010079000100,500.0
50030474000154,4967.2
50053035000167,290.5
50065032000143,52050.0
50065640000158,0.0
50076064000144,24282.1
50076842000103,2903.4
50079413000181,52161.2
50099984000188,16889.8
50101378000150,11395.2
50109240000105,70.4
50121066000108,69179.4
50129614000146,941.9
50136382000153,53608.2
50151762000167,61410.1
50159976000180,2136.0
50169645000120,44408.1
50174520000199,147877.0
63305585000178,0.0
63310411001418,31955.0
63310411004603,7000.0
63469811000156,344869.2
63475354000102,8300.0
63534309000181,15918.7
63615587000163,0.0
63781827000108,2250.0
63841084000106,4573.5
63848345000110,474.4
63967640000438,6401.6
63982896000171,318862.4
64412331000111,6316.0
64439490000100,1321.2
64524143000185,3310.0
64602410000195,1047876.2
64799539000135,13067519.6
64919541000109,472366.8
65056871000172,29160.0
65122590000170,19512.3
65140816000166,8093.5
65146037000178,137354.3
65157273000190,0.0
65181075000161,60176.0
65246902000158,113800.7
65271868000171,18123.8
65280604000184,16291.9
65359200000180,0.0
65420796000268,13708.7
65494742000166,3761518.7
65533853000134,5117.0
65676249000167,314059.1
65838344000110,292657.4
65993453004522,3733.0
66012014000133,2110939.5
66069162000194,0.0
66219957000131,654.8
66483405000136,1368.0
66747627000119,22463.4
66773862001056,0.0
67129858000121,357700.0
67145383000167,242547.7
67393181000134,20637444.7
67569582000100,32452.9
67630541000174,2587243.6
67634022000184,202275.2
68263029000361,195.2
68452762000162,0.0
68514348000130,199956.4
68514900000271,7552.2
68562065000164,966.9
68570647000273,5850.0
68607761000140,0.0
68709211000212,4687263.7
68925593000130,0.0
68970680000100,1094393.0
68993641000802,99600.9
69069904000170,1500326.4
69604825000111,2114.3
70037122000138,83200.4
70147822000185,69449.2
70215447000163,458000.0
70315650000101,20058058.3
70493606000191,10842.0
70998562000151,14253.4
71208516000174,3362878.1
71349518000183,7400.0
71477426000189,0.0
71584338000186,42600.0
71673990003940,3819.8
71754634000188,25179.2
71841456000122,74475.6
71919328000154,1007524.3
72145931000199,40010659.5
72164940000127,0.0
72317266000173,0.0
72381189001273,0.0
72381189001354,5207774.8
72392848000114,1340.0
72451990000195,7238.0
72473275000153,280948.1
72542004000102,196.0
72568587000140,3415262.9
72677933000129,43775456.4
73310203000158,34181.4
73401143000189,0.0
73464489000126,99951.8
73471963001623,18250.0
73471963004720,7595.0
73471963005297,3860.0
73471963007583,1440.0
73471963016221,5860.0
73471963018356,9725.8
73471989000608,0.0
73607509000170,1562.5
73751026000145,17197.5
73780397000155,5200.0
74052085000198,1600.0
74085838000161,2200.0
74155052000173,299.6
74586124000137,0.0
74704008000507,0.0
75014167000100,185875.0
75110585000100,5000.0
75110585000525,3250.0
75491688000159,607.3
75779223000106,135514.5
75864728000160,3557.0
76072453000195,225757.8
76151794000156,19960.0
76161181000108,455212.8
76208867000107,5735493.5
76309293000155,7500.0
76309806000128,1700000.0
76501907000104,3700.0
76507367000168,0.0
76530047000129,258.0
76533777001406,14500.0
76535764000224,13996.0
76535764000496,14546.9
76539600000194,2528.4
76639384000159,51701.2
76651280000160,3140.0
76700657000123,2495.2
76958966000106,5903924.5
76968627000100,1586199.6
77147387000138,0.0
77498400000101,3799.0
77508059000110,3404.4
77596385000126,0.0
77827673000144,0.0
77954659000101,29920.0
77986321000131,230.9
78206513000140,363672.2
78323094000470,0.0
78402252000134,3426.3
78668969000122,3445.7
78708625000108,646752.7
78766151000142,1387236.4
78899671000123,17600.0
