EntityID,FlagID,Evidence
13258899000199,F17,LABCONTAS: Entity 13258899000199 is linked to flag Disproportionate Contract Value in brazilian public data sources
13292261000174,F17,LABCONTAS: Entity 13292261000174 is linked to flag Disproportionate Contract Value in brazilian public data sources
13303499000158,F17,LABCONTAS: Entity 13303499000158 is linked to flag Disproportionate Contract Value in brazilian public data sources
13395341000155,F17,LABCONTAS: Entity 13395341000155 is linked to flag Disproportionate Contract Value in brazilian public data sources
13397829000111,F17,LABCONTAS: Entity 13397829000111 is linked to flag Disproportionate Contract Value in brazilian public data sources
13711592000100,F17,LABCONTAS: Entity 13711592000100 is linked to flag Disproportionate Contract Value in brazilian public data sources
13835036000137,F17,LABCONTAS: Entity 13835036000137 is linked to flag Disproportionate Contract Value in brazilian public data sources
14186699000130,F17,LABCONTAS: Entity 14186699000130 is linked to flag Disproportionate Contract Value in brazilian public data sources
13454543000120,F17,LABCONTAS: Entity 13454543000120 is linked to flag Disproportionate Contract Value in brazilian public data sources
13495966000199,F17,LABCONTAS: Entity 13495966000199 is linked to flag Disproportionate Contract Value in brazilian public data sources
13515708000127,F17,LABCONTAS: Entity 13515708000127 is linked to flag Disproportionate Contract Value in brazilian public data sources
13565499000126,F17,LABCONTAS: Entity 13565499000126 is linked to flag Disproportionate Contract Value in brazilian public data sources
13670648000117,F17,LABCONTAS: Entity 13670648000117 is linked to flag Disproportionate Contract Value in brazilian public data sources
13912590000170,F17,LABCONTAS: Entity 13912590000170 is linked to flag Disproportionate Contract Value in brazilian public data sources
14355554000116,F17,LABCONTAS: Entity 14355554000116 is linked to flag Disproportionate Contract Value in brazilian public data sources
14491768000110,F17,LABCONTAS: Entity 14491768000110 is linked to flag Disproportionate Contract Value in brazilian public data sources
17908297000190,F17,LABCONTAS: Entity 17908297000190 is linked to flag Disproportionate Contract Value in brazilian public data sources
18042370000157,F17,LABCONTAS: Entity 18042370000157 is linked to flag Disproportionate Contract Value in brazilian public data sources
18081516000173,F17,LABCONTAS: Entity 18081516000173 is linked to flag Disproportionate Contract Value in brazilian public data sources
18133143000137,F17,LABCONTAS: Entity 18133143000137 is linked to flag Disproportionate Contract Value in brazilian public data sources
18291301000187,F17,LABCONTAS: Entity 18291301000187 is linked to flag Disproportionate Contract Value in brazilian public data sources
18297753000176,F17,LABCONTAS: Entity 18297753000176 is linked to flag Disproportionate Contract Value in brazilian public data sources
18689359000183,F17,LABCONTAS: Entity 18689359000183 is linked to flag Disproportionate Contract Value in brazilian public data sources
18804276000198,F17,LABCONTAS: Entity 18804276000198 is linked to flag Disproportionate Contract Value in brazilian public data sources
19023184000133,F17,LABCONTAS: Entity 19023184000133 is linked to flag Disproportionate Contract Value in brazilian public data sources
19026964000137,F17,LABCONTAS: Entity 19026964000137 is linked to flag Disproportionate Contract Value in brazilian public data sources
19048341000165,F17,LABCONTAS: Entity 19048341000165 is linked to flag Disproportionate Contract Value in brazilian public data sources
40091160000108,F17,LABCONTAS: Entity 40091160000108 is linked to flag Disproportionate Contract Value in brazilian public data sources
40326381000118,F17,LABCONTAS: Entity 40326381000118 is linked to flag Disproportionate Contract Value in brazilian public data sources
40437772000100,F17,LABCONTAS: Entity 40437772000100 is linked to flag Disproportionate Contract Value in brazilian public data sources
40457662000100,F17,LABCONTAS: Entity 40457662000100 is linked to flag Disproportionate Contract Value in brazilian public data sources
40572454000151,F17,LABCONTAS: Entity 40572454000151 is linked to flag Disproportionate Contract Value in brazilian public data sources
40774297000167,F17,LABCONTAS: Entity 40774297000167 is linked to flag Disproportionate Contract Value in brazilian public data sources
41181465000173,F17,LABCONTAS: Entity 41181465000173 is linked to flag Disproportionate Contract Value in brazilian public data sources
41471513000168,F17,LABCONTAS: Entity 41471513000168 is linked to flag Disproportionate Contract Value in brazilian public data sources
25258018000119,F17,LABCONTAS: Entity 25258018000119 is linked to flag Disproportionate Contract Value in brazilian public data sources
25464746000187,F17,LABCONTAS: Entity 25464746000187 is linked to flag Disproportionate Contract Value in brazilian public data sources
26242393000133,F17,LABCONTAS: Entity 26242393000133 is linked to flag Disproportionate Contract Value in brazilian public data sources
26385312000154,F17,LABCONTAS: Entity 26385312000154 is linked to flag Disproportionate Contract Value in brazilian public data sources
35569943000114,F17,LABCONTAS: Entity 35569943000114 is linked to flag Disproportionate Contract Value in brazilian public data sources
35956048000152,F17,LABCONTAS: Entity 35956048000152 is linked to flag Disproportionate Contract Value in brazilian public data sources
35963479000146,F17,LABCONTAS: Entity 35963479000146 is linked to flag Disproportionate Contract Value in brazilian public data sources
36585302000116,F17,LABCONTAS: Entity 36585302000116 is linked to flag Disproportionate Contract Value in brazilian public data sources
36690827000111,F17,LABCONTAS: Entity 36690827000111 is linked to flag Disproportionate Contract Value in brazilian public data sources
36704255000182,F17,LABCONTAS: Entity 36704255000182 is linked to flag Disproportionate Contract Value in brazilian public data sources
40282584000150,F17,LABCONTAS: Entity 40282584000150 is linked to flag Disproportionate Contract Value in brazilian public data sources
40370331000138,F17,LABCONTAS: Entity 40370331000138 is linked to flag Disproportionate Contract Value in brazilian public data sources
41132410000173,F17,LABCONTAS: Entity 41132410000173 is linked to flag Disproportionate Contract Value in brazilian public data sources
41407930000141,F17,LABCONTAS: Entity 41407930000141 is linked to flag Disproportionate Contract Value in brazilian public data sources
41487713000109,F17,LABCONTAS: Entity 41487713000109 is linked to flag Disproportionate Contract Value in brazilian public data sources
47285042000180,F17,LABCONTAS: Entity 47285042000180 is linked to flag Disproportionate Contract Value in brazilian public data sources
26910984000131,F21,LABCONTAS: Entity 26910984000131 is linked to flag Low Competitiveness Index in brazilian public data sources
29248618000157,F21,LABCONTAS: Entity 29248618000157 is linked to flag Low Competitiveness Index in brazilian public data sources
11669011000185,F21,LABCONTAS: Entity 11669011000185 is linked to flag Low Competitiveness Index in brazilian public data sources
12256898000142,F21,LABCONTAS: Entity 12256898000142 is linked to flag Low Competitiveness Index in brazilian public data sources
41313947000130,F21,LABCONTAS: Entity 41313947000130 is linked to flag Low Competitiveness Index in brazilian public data sources
45868298000194,F21,LABCONTAS: Entity 45868298000194 is linked to flag Low Competitiveness Index in brazilian public data sources
10977915000105,F21,LABCONTAS: Entity 10977915000105 is linked to flag Low Competitiveness Index in brazilian public data sources
36489366000113,F21,LABCONTAS: Entity 36489366000113 is linked to flag Low Competitiveness Index in brazilian public data sources
49174963000109,F21,LABCONTAS: Entity 49174963000109 is linked to flag Low Competitiveness Index in brazilian public data sources
40787364000188,F21,LABCONTAS: Entity 40787364000188 is linked to flag Low Competitiveness Index in brazilian public data sources
13535825000152,F21,LABCONTAS: Entity 13535825000152 is linked to flag Low Competitiveness Index in brazilian public data sources
26557952000102,F21,LABCONTAS: Entity 26557952000102 is linked to flag Low Competitiveness Index in brazilian public data sources
28280788000156,F21,LABCONTAS: Entity 28280788000156 is linked to flag Low Competitiveness Index in brazilian public data sources
36370526000100,F21,LABCONTAS: Entity 36370526000100 is linked to flag Low Competitiveness Index in brazilian public data sources
49532945000143,F21,LABCONTAS: Entity 49532945000143 is linked to flag Low Competitiveness Index in brazilian public data sources
25262951000160,F21,LABCONTAS: Entity 25262951000160 is linked to flag Low Competitiveness Index in brazilian public data sources
41223090000167,F21,LABCONTAS: Entity 41223090000167 is linked to flag Low Competitiveness Index in brazilian public data sources
49280184000180,F21,LABCONTAS: Entity 49280184000180 is linked to flag Low Competitiveness Index in brazilian public data sources
41434038000150,F21,LABCONTAS: Entity 41434038000150 is linked to flag Low Competitiveness Index in brazilian public data sources
41404322000183,F21,LABCONTAS: Entity 41404322000183 is linked to flag Low Competitiveness Index in brazilian public data sources
44812602000119,F21,LABCONTAS: Entity 44812602000119 is linked to flag Low Competitiveness Index in brazilian public data sources
45988351000190,F21,LABCONTAS: Entity 45988351000190 is linked to flag Low Competitiveness Index in brazilian public data sources
13261123000128,F21,LABCONTAS: Entity 13261123000128 is linked to flag Low Competitiveness Index in brazilian public data sources
14173001000142,F21,LABCONTAS: Entity 14173001000142 is linked to flag Low Competitiveness Index in brazilian public data sources
28641966000127,F21,LABCONTAS: Entity 28641966000127 is linked to flag Low Competitiveness Index in brazilian public data sources
40929669000187,F21,LABCONTAS: Entity 40929669000187 is linked to flag Low Competitiveness Index in brazilian public data sources
41255596000158,F21,LABCONTAS: Entity 41255596000158 is linked to flag Low Competitiveness Index in brazilian public data sources
45352595000182,F21,LABCONTAS: Entity 45352595000182 is linked to flag Low Competitiveness Index in brazilian public data sources
45551232000176,F21,LABCONTAS: Entity 45551232000176 is linked to flag Low Competitiveness Index in brazilian public data sources
48991292000106,F21,LABCONTAS: Entity 48991292000106 is linked to flag Low Competitiveness Index in brazilian public data sources
13513748000130,F21,LABCONTAS: Entity 13513748000130 is linked to flag Low Competitiveness Index in brazilian public data sources
35956048000152,F21,LABCONTAS: Entity 35956048000152 is linked to flag Low Competitiveness Index in brazilian public data sources
40924121000144,F21,LABCONTAS: Entity 40924121000144 is linked to flag Low Competitiveness Index in brazilian public data sources
41345975000139,F21,LABCONTAS: Entity 41345975000139 is linked to flag Low Competitiveness Index in brazilian public data sources
14062718000117,F21,LABCONTAS: Entity 14062718000117 is linked to flag Low Competitiveness Index in brazilian public data sources
49236764000170,F21,LABCONTAS: Entity 49236764000170 is linked to flag Low Competitiveness Index in brazilian public data sources
25293280000102,F21,LABCONTAS: Entity 25293280000102 is linked to flag Low Competitiveness Index in brazilian public data sources
28374039000198,F21,LABCONTAS: Entity 28374039000198 is linked to flag Low Competitiveness Index in brazilian public data sources
35786433000107,F21,LABCONTAS: Entity 35786433000107 is linked to flag Low Competitiveness Index in brazilian public data sources
45498572000180,F21,LABCONTAS: Entity 45498572000180 is linked to flag Low Competitiveness Index in brazilian public data sources
48874126000111,F21,LABCONTAS: Entity 48874126000111 is linked to flag Low Competitiveness Index in brazilian public data sources
13707846000108,F21,LABCONTAS: Entity 13707846000108 is linked to flag Low Competitiveness Index in brazilian public data sources
40783051000151,F21,LABCONTAS: Entity 40783051000151 is linked to flag Low Competitiveness Index in brazilian public data sources
41358941000189,F21,LABCONTAS: Entity 41358941000189 is linked to flag Low Competitiveness Index in brazilian public data sources
49482469000101,F21,LABCONTAS: Entity 49482469000101 is linked to flag Low Competitiveness Index in brazilian public data sources
11572319000108,F21,LABCONTAS: Entity 11572319000108 is linked to flag Low Competitiveness Index in brazilian public data sources
14071849000160,F21,LABCONTAS: Entity 14071849000160 is linked to flag Low Competitiveness Index in brazilian public data sources
28140957000152,F21,LABCONTAS: Entity 28140957000152 is linked to flag Low Competitiveness Index in brazilian public data sources
40827981000160,F21,LABCONTAS: Entity 40827981000160 is linked to flag Low Competitiveness Index in brazilian public data sources
45427500000142,F21,LABCONTAS: Entity 45427500000142 is linked to flag Low Competitiveness Index in brazilian public data sources
13570740000105,F21,LABCONTAS: Entity 13570740000105 is linked to flag Low Competitiveness Index in brazilian public data sources
11128083000115,F21,LABCONTAS: Entity 11128083000115 is linked to flag Low Competitiveness Index in brazilian public data sources
14157326000131,F21,LABCONTAS: Entity 14157326000131 is linked to flag Low Competitiveness Index in brazilian public data sources
26878390000190,F21,LABCONTAS: Entity 26878390000190 is linked to flag Low Competitiveness Index in brazilian public data sources
36024335000197,F21,LABCONTAS: Entity 36024335000197 is linked to flag Low Competitiveness Index in brazilian public data sources
44954785000107,F21,LABCONTAS: Entity 44954785000107 is linked to flag Low Competitiveness Index in brazilian public data sources
18426336000186,F21,LABCONTAS: Entity 18426336000186 is linked to flag Low Competitiveness Index in brazilian public data sources
41326336000126,F21,LABCONTAS: Entity 41326336000126 is linked to flag Low Competitiveness Index in brazilian public data sources
45276143000169,F21,LABCONTAS: Entity 45276143000169 is linked to flag Low Competitiveness Index in brazilian public data sources
49216985000186,F21,LABCONTAS: Entity 49216985000186 is linked to flag Low Competitiveness Index in brazilian public data sources
26563364000173,F21,LABCONTAS: Entity 26563364000173 is linked to flag Low Competitiveness Index in brazilian public data sources
41487713000109,F21,LABCONTAS: Entity 41487713000109 is linked to flag Low Competitiveness Index in brazilian public data sources
